UserName,CityName,HotelName,BookingAmount,RoomNights,TimeStamp,BookingID,BookingDate
0,0,0,2206,1,2020-07-13 07:42:09,bd42d42a-d115-4341-b660-e0b74a3b3fcf,2021-10-18
0,0,0,157,25,2020-05-18 08:24:37,edc02c5f-7c57-492d-b4c5-479c036d2e08,2022-04-15
0,0,0,1309,10,2021-02-09 13:27:18,391ad45a-53bb-4f43-b378-47cb1f23b86d,2021-10-03
0,0,0,3928,15,2020-06-01 01:27:35,ea49d541-e513-4c90-9cfc-af3345c184ed,2021-12-01
0,0,0,3092,18,2020-10-25 04:44:33,136f94ce-9ef5-4590-a985-38c958113fe5,2021-12-01
0,0,0,1911,15,2021-04-01 06:11:19,d8099b50-9cf6-41fd-9a52-3cdb41b5c3ec,2021-07-18
0,0,0,419,15,2021-01-24 20:08:37,0e3639ca-ea76-45d0-aad0-65a0236f0a09,2021-11-02
0,0,0,1483,6,2020-12-05 14:41:58,03c3f807-0270-42bf-a630-410f796d904b,2022-01-02
0,0,0,1887,7,2020-06-20 23:44:57,b254e617-1234-41cf-a75b-953040a2b0f7,2021-07-15
0,0,0,2664,19,2020-08-24 09:33:52,9c42b31a-0772-48a1-be3a-2a0187359fd5,2021-07-22
0,0,0,2058,21,2021-03-28 09:32:40,d3550c74-ffc2-4a26-b384-af556ee825a4,2021-08-13
0,0,0,1723,21,2020-07-03 01:53:05,f38473c5-5b49-40e9-966a-78c178cdcb32,2021-08-11
0,0,0,448,20,2020-10-13 01:42:46,bef937f6-4a0f-4b56-9137-3258a6f9dfe0,2022-01-30
0,0,0,3736,5,2020-07-07 19:06:43,38d67b77-9ce8-469f-a763-06af47f2e9c5,2021-07-29
0,0,0,1982,29,2020-05-13 03:35:08,1aed3541-bdff-42b4-b93e-0883260f5d65,2022-01-04
0,0,0,717,20,2020-07-30 19:25:06,f0eee642-3079-4dc4-9d75-4549b364f09c,2022-03-17
0,0,0,645,26,2020-06-15 15:06:55,73ddbb1b-2f89-45a9-bad0-bca71bbc0b34,2021-09-12
0,0,0,430,4,2021-01-17 17:58:40,bc1f2bbb-1df1-48c7-beed-7543d7c8445b,2021-09-08
0,0,0,3367,19,2020-06-13 07:31:16,bc5215b4-519d-4204-9fd2-1527b9a6c7d4,2021-05-23
0,0,0,3652,13,2020-06-19 11:32:58,f92b5184-ffbc-4e9b-a87d-b87098d2cc1d,2022-01-04
0,0,0,541,25,2020-06-28 05:18:29,24905ee5-560f-48b0-ac65-7f34ffc6fafc,2021-05-21
0,0,0,1167,13,2020-11-09 07:38:36,38c6cb69-fecc-435e-903d-0b4460fc0c6d,2022-03-29
0,0,0,1774,21,2020-11-12 08:27:09,f1f3b88f-1fa3-4535-9198-d9d33b985c1f,2021-11-10
0,0,0,1039,6,2020-12-13 00:15:17,5cb5a387-00e1-4222-8048-76f850e25093,2022-01-30
0,0,0,1197,21,2021-02-03 16:46:36,5b422a93-c1b7-49b4-b91e-c6a01967e458,2021-09-24
0,0,0,2575,9,2021-04-07 10:44:27,0dd0829b-63d3-4ca0-84c7-af355899210f,2021-10-23
0,0,0,3326,22,2020-08-21 01:30:37,3bb05215-a1de-45f0-a77c-30d3bbe2819f,2021-06-29
0,0,0,1549,23,2021-04-02 13:03:42,b70c0f5c-f9a2-4ae3-922c-7de816122504,2021-09-19
0,0,0,3204,1,2020-09-01 08:13:54,6fef3d5e-c895-462a-870d-bf243398416f,2021-06-29
0,0,0,2160,28,2020-11-15 16:53:32,720a05c6-7036-4ca3-8884-fbef7fd94af1,2021-07-13
0,0,0,2976,2,2020-08-15 19:19:24,4f0b9891-e022-442b-9f19-70069379f12d,2021-05-15
0,0,0,1110,5,2020-05-07 00:45:51,7efacc63-4db9-4f1a-ad4a-9e9ac7cc5859,2021-11-09
0,0,0,1913,1,2020-06-08 17:28:01,a12ec3ea-88a3-4d51-88d5-84b1c3734bcf,2022-04-29
0,0,0,230,1,2020-07-21 12:47:58,6f7cb84d-1773-4d54-b50d-38955bb59a64,2021-07-12
0,0,0,140,29,2021-02-13 13:30:09,7857a2ca-e949-4500-91a2-c37c876ce0ab,2021-12-03
0,0,0,2043,14,2020-11-16 04:55:31,8d6058ec-f526-4060-9aba-cc55d88c420b,2021-09-19
0,0,0,3167,18,2020-12-16 06:32:56,f7bf3da2-76b5-48c8-b90e-b34ac72d0ff3,2021-10-30
0,0,0,2769,17,2020-05-05 12:40:26,51015462-bee0-419b-abbf-9a9656cbaef2,2021-11-17
0,0,0,745,24,2021-02-14 18:04:38,2c299180-4f07-4ebf-9376-345627160368,2021-06-27
0,0,0,814,12,2020-09-19 13:59:58,6bd3164c-fb50-429a-b864-cb97a560969c,2022-01-22
0,0,0,875,3,2021-04-25 10:31:35,5e195d71-856e-4bdf-8ddc-cb49529effa0,2022-02-16
0,0,0,3891,3,2021-05-01 13:30:36,f8c51ba1-0ce4-48da-b972-4a61555642f5,2022-02-27
0,0,0,2872,25,2020-07-30 19:52:14,2a467203-3253-4109-9f20-f4dd8b0c4d6c,2022-04-04
0,0,0,100,11,2020-08-09 23:23:42,f3e3b0fd-f4b2-4479-8fd5-522c553f62bc,2021-08-08
0,0,0,1312,1,2020-08-29 17:27:08,a9feae1a-00a2-495d-8a1b-464a1ea823ea,2021-11-12
0,0,0,2943,25,2021-03-13 04:22:50,2179d03a-58c4-4d6e-875a-814da5026e6c,2021-11-14
0,0,0,1619,25,2021-03-28 05:20:19,195d5620-e730-4017-b0f5-04c17f75a12c,2022-04-16
0,0,0,2725,15,2020-11-19 16:52:02,5ff72bf7-1eb7-4f77-894f-d88532aef110,2021-05-28
0,0,0,2719,6,2020-12-08 02:26:27,cffdf0ca-973d-4914-92a7-c05e840da34b,2021-10-31
0,0,0,2072,5,2021-01-31 11:15:46,6576480d-c25a-438c-b720-98f6517a3866,2021-12-06
0,0,0,2960,18,2021-01-23 07:08:52,7e3ec5d4-0ec3-4f5e-b11e-c7c31b8fda87,2021-11-21
0,0,0,3730,1,2020-05-24 00:03:32,4a37e29b-700a-4591-a0d3-a263219a16f6,2022-02-16
0,0,0,2302,25,2021-02-09 05:20:55,023a3033-8c44-4616-b4e8-8eeed2934e4a,2021-06-08
0,0,0,2244,6,2020-06-23 01:40:29,a7101f5d-0578-494b-a0e7-2c5551e323ab,2022-01-04
0,0,0,2506,4,2020-08-06 19:33:47,a324497d-c528-48c3-8697-3a0ef680e185,2021-08-03
0,0,0,1025,5,2021-02-20 17:18:22,a087b35a-34e3-4cd2-9296-1e9436a4c9cf,2021-11-12
0,0,0,2289,21,2021-02-23 13:08:43,b1c45cfe-38da-48f9-9c1c-a21cf974a139,2022-03-29
0,0,0,1686,4,2020-06-18 20:45:06,89aff7f1-8797-423e-bc71-34b07b4ecc85,2021-05-18
0,0,0,1745,2,2021-02-07 12:46:35,00500d87-a467-4a5b-8556-6edd419a7e28,2021-11-21
0,0,0,2809,7,2021-04-03 18:29:16,93db2f63-381e-4074-a840-ea699adcc082,2021-10-21
0,0,0,513,29,2020-09-29 13:29:00,8662f305-ea69-4ef5-bfd2-677d45c1be83,2021-07-20
0,0,0,995,11,2021-03-13 13:19:41,94b1555a-fb78-4b06-96b9-38b87938dbe1,2021-09-23
0,0,0,2245,6,2020-10-27 02:54:48,2304c8b8-6245-4648-89fb-00da799f3cea,2021-08-23
0,0,0,2101,12,2020-10-19 11:58:39,41c9bc94-6c4b-4ea6-b377-f1dfff91963e,2022-03-02
0,0,0,834,12,2020-12-19 00:24:17,bc6059ce-b2bd-4858-9872-994d0afa49a7,2022-01-07
0,0,0,3643,21,2020-08-25 04:03:55,354c0464-a062-46e3-9161-499dc9793976,2021-09-07
0,0,0,2038,20,2020-10-04 19:51:00,a93b44e1-9057-49e3-8fd8-8e1e0130d16e,2021-07-30
0,0,0,102,23,2021-03-23 05:59:50,a8d91c2d-3ce3-446e-aa4c-da186b2e208d,2021-06-17
0,0,0,3459,18,2020-07-29 19:02:50,dce0df36-0e62-4096-90e5-2142dfe8d256,2022-03-10
0,0,0,2903,27,2020-09-15 17:07:40,5ca5b8a1-0c6d-48b0-bd6a-a7188ec48408,2021-08-21
0,0,0,3508,13,2021-04-27 21:52:52,fbfd0036-3e3a-4de5-8c59-d1702de194d8,2021-05-11
0,0,0,3946,12,2021-04-28 11:52:55,295550d1-1509-47a1-a93a-6b7629188f4a,2022-02-04
0,0,0,2572,13,2021-01-11 14:28:53,48ebd854-9494-433b-93ea-f22d5fed159c,2021-05-17
0,0,0,1138,4,2021-01-27 03:11:11,c11d3f6e-b4e2-405f-aa38-959ae3608a4a,2021-08-15
0,0,0,2763,3,2020-06-03 11:53:29,b9b83448-e58e-4f74-a99d-fe4f94561512,2021-10-31
0,0,0,2539,10,2020-12-22 01:56:05,c1318c44-0f17-4683-b881-655fb4bd141c,2021-09-18
0,0,0,1182,3,2021-03-13 05:14:01,8599eafa-8feb-493e-840a-f850fc9d4a15,2021-10-29
0,0,0,775,13,2020-07-24 02:26:13,5ed7d8cb-4b7b-4d66-86b2-0cba5ad31247,2021-11-03
0,0,0,3971,15,2020-10-17 16:57:01,b7096c4c-a640-4491-882b-42ebc0972574,2021-10-17
0,0,0,978,28,2020-08-17 06:06:22,f7b00363-1389-468c-8de6-f137140e66fc,2021-11-10
0,0,0,3317,28,2021-02-04 17:13:07,31883848-d328-418c-b480-6fd1e7624857,2021-09-21
0,0,0,3449,9,2020-09-15 15:43:42,efaae649-de3a-4d35-9a9b-822b31d74010,2021-06-10
0,0,0,1734,10,2021-03-16 12:16:06,1568c15e-b091-47dc-80e8-5ea31d59af20,2021-06-18
0,0,0,3576,25,2021-04-09 10:43:07,a20255fb-fdef-421b-a697-1e8cb69da389,2021-06-22
0,0,0,2308,15,2021-03-09 14:34:38,3c4b7754-37e3-4234-8db4-66974706ed6f,2021-12-14
0,0,0,2816,20,2021-03-14 14:42:43,10256b16-cf30-4994-a82f-38eaa87a0558,2021-12-30
0,0,0,2302,11,2020-05-18 22:51:21,5537e9c6-ee99-4db1-9f39-1d3c8caa1b95,2021-06-07
0,0,0,2571,20,2021-02-08 15:31:00,45686382-b2bf-4030-a78b-ce002c8867f4,2021-10-30
0,0,0,3293,29,2020-08-09 15:52:45,6f141bdf-9a90-4083-bba1-00b3dedebcc1,2021-06-09
0,0,0,2906,27,2020-08-11 21:32:17,f392cf9e-0fa6-4bff-b224-371e4432850f,2022-04-21
0,0,0,3583,23,2020-12-04 17:50:34,4416816c-5d24-45a2-9e22-793fc935d523,2022-02-22
0,0,0,3740,6,2020-09-03 21:50:54,d5c288b2-1afb-4f20-b2c8-0aa0ea6e4656,2021-06-23
0,0,0,1834,21,2020-11-11 20:39:33,21531bcb-c0d4-48ed-8d3a-72edd5e1e252,2021-08-16
0,0,0,3924,16,2021-02-28 21:55:47,bae3381d-42e1-4845-9f61-7ce6e8586641,2021-11-19
0,0,0,3165,28,2021-03-12 03:56:01,3331064d-63d0-4e1e-8278-e0d7a4a03efb,2022-01-13
0,0,0,928,21,2021-01-31 05:28:10,af80ab70-f7a8-482b-9617-ac94cf47a28a,2021-09-02
0,0,0,2610,23,2020-10-29 10:43:10,551f3509-2237-4cae-8d90-98f3aaef7c23,2022-04-04
0,0,0,467,11,2021-04-10 06:44:34,0c090ecd-34b4-4b16-8ec2-4c49909811a4,2022-04-19
0,0,0,2077,12,2020-08-28 14:55:05,673606fa-2fd7-4463-9f96-43501a0a5120,2021-09-27
0,0,0,2401,20,2021-01-22 18:43:29,6a17cbbb-7df2-4848-aedd-ac4e7597a898,2021-12-12
0,0,0,1397,27,2020-10-14 17:06:06,c5af75cb-b43a-4bf6-8130-afd263dcdd01,2022-02-14
0,0,0,1215,18,2020-11-14 03:32:19,8bd555eb-041a-4460-b89b-a411a8b85f6f,2022-04-07
0,0,0,3947,28,2021-02-08 17:39:42,25a8864e-120a-4c4d-ada4-407107b8b659,2021-09-12
0,0,0,1233,28,2021-02-16 09:09:41,7ec517c9-5fe5-461f-9d06-bdabefc3290e,2022-05-01
0,0,0,1742,16,2021-02-27 18:44:17,0fa8ad09-f886-4f83-a4c4-843afc93846e,2021-08-20
0,0,0,2939,12,2021-02-05 10:51:42,737e9933-fae4-48c0-bd1b-b4b588e5760b,2021-10-23
0,0,0,1065,27,2020-08-12 17:26:32,0cfe66f9-e043-40e6-befb-e7a99371cd93,2021-05-16
0,0,0,1067,18,2021-03-03 04:51:37,c142a3b0-4d31-4641-bdb4-55088d7c6171,2022-02-02
0,0,0,3527,4,2021-01-12 06:53:22,8e62bcf3-9b06-4012-a622-6c172df30fa0,2022-01-09
0,0,0,1891,28,2020-09-25 11:58:43,b48e69c2-3e10-48a7-91ad-47f86cbe24c4,2021-08-27
0,0,0,1076,22,2020-10-08 04:02:19,37cb74a1-eb69-4e8f-a162-0ce40c5f835c,2021-12-09
0,0,0,2542,3,2021-04-13 15:17:58,873998aa-fb94-4eb3-ab45-9931073161ce,2022-03-04
0,0,0,3454,11,2021-02-15 20:56:25,edf2d132-cfb2-41af-aa01-163d4ee5c978,2021-05-28
0,0,0,2025,2,2021-03-28 09:54:07,6cd4d5b0-c354-4ef5-bced-c5e879d7638a,2021-09-11
0,0,0,3189,17,2020-11-01 11:28:38,de2ef919-ea62-4a03-a180-6ddcccbac7c4,2022-04-27
0,0,0,1685,9,2021-03-22 05:56:22,d613853a-7a79-43c8-858f-eb77913eb135,2021-06-08
0,0,0,1633,8,2020-06-01 00:33:12,6f68a235-b9a5-4837-b418-bbd8a9030fd5,2022-04-21
0,0,0,531,6,2021-02-21 11:13:32,6c600ecb-f038-40ae-9417-b2c14149c3be,2022-03-26
0,0,0,1186,28,2020-07-02 20:46:06,ec69b534-d153-4783-9c9b-f871c59d0785,2021-09-07
0,0,0,2758,24,2020-12-07 22:15:14,6b844f7d-4c24-48bb-b160-2f19639913d5,2021-10-07
0,0,0,2430,16,2020-09-20 08:54:33,ff2f6f0f-4266-464b-a380-009dbce4735c,2021-06-03
0,0,0,950,7,2021-05-01 05:30:10,a81669df-f593-43bd-bfab-efeed200a423,2021-05-09
0,0,0,1801,19,2020-08-23 12:53:32,82d2222a-9a7f-49cf-93d7-c9a2bd40b46c,2022-01-11
0,0,0,1175,15,2020-09-23 21:01:23,2d956315-c195-4617-81bd-10809be66b91,2022-02-05
0,0,0,2605,25,2020-10-18 12:10:28,1658c885-2dff-4986-b564-b2aaf97ff4cc,2022-04-03
0,0,0,1166,27,2020-05-08 17:51:00,d1e57e9a-3655-43f8-9616-959fdaac5de3,2021-07-02
0,0,0,2800,25,2020-07-05 03:50:22,1f05009f-1cc8-4725-87df-dda933956062,2021-12-04
0,0,0,2410,8,2020-06-22 06:06:27,e0a1d4cc-aa68-4f3e-be3c-791b3c65e497,2021-09-03
0,0,0,2813,12,2020-06-30 19:58:43,44fcd46d-1095-4435-b02e-3fe0638ac0bd,2021-05-20
0,0,0,2177,19,2020-12-21 09:08:58,5eeab617-9d1d-456b-9108-d46ec7f74978,2021-06-11
0,0,0,2352,4,2020-10-04 15:41:43,c260120c-b340-4e5d-80c8-e3418cc78f71,2021-07-26
0,0,0,3526,13,2021-01-08 10:12:48,ea707361-1995-4314-96f9-9ff0c99c5194,2022-04-30
0,0,0,2287,28,2021-02-09 09:22:01,fb4c7d65-e0c8-42e0-88cf-c23190a166aa,2022-02-07
0,0,0,2544,28,2020-07-12 04:41:20,d303849a-c619-4f30-9dff-57f3dc71cb44,2021-05-21
0,0,0,1562,10,2020-10-14 06:24:01,e0e1e7e4-419d-493e-b752-7ad417306064,2022-02-22
0,0,0,494,26,2020-06-19 08:28:40,6e8f3f38-eaf1-47b8-a08d-5ef55af459b0,2021-08-05
0,0,0,2100,3,2021-03-26 22:06:18,125eb64f-bec7-4ab2-80b4-3b031745166f,2022-01-08
0,0,0,2637,10,2020-12-01 03:42:49,ca5078a9-26fa-4880-a356-6656447522dc,2022-02-17
0,0,0,1797,16,2021-01-09 11:15:41,a34a3cb1-ec37-4c2c-86ca-ef09091aca74,2022-03-19
0,0,0,3349,15,2021-04-18 22:32:55,b89076d8-ace1-4f85-8a2a-35ef7adc297a,2022-04-28
0,0,0,3034,28,2020-08-20 01:50:43,ae521c52-12a2-479b-bf7a-0e167f6f6a8f,2021-11-29
0,0,0,3359,1,2021-01-13 12:40:04,907a3eb5-b61e-4075-83ef-e03461d22b11,2021-09-26
0,0,0,1774,19,2020-08-29 15:30:01,28919638-98ac-44ae-b4f0-017867620fd2,2021-07-28
0,0,0,3247,18,2021-01-24 12:08:40,fa0ae7a6-b2ae-42eb-bde0-f6f8cfe1348f,2021-07-29
0,0,0,3472,27,2020-07-07 06:12:04,70880d46-b754-419f-bacd-b99cf58717d2,2021-06-03
0,0,0,2415,14,2020-06-27 02:53:06,b6763f31-f8c7-4d4f-8a45-2bd4edcb4424,2021-09-30
0,0,0,2005,27,2020-07-02 02:30:16,64ea8f08-6579-4bab-9e7b-5d4b8afd5ff4,2022-02-04
0,0,0,1987,11,2020-06-25 19:24:50,e06a1504-f2bf-4342-894c-c101d56d382c,2021-12-23
0,0,0,2586,16,2020-09-26 11:42:01,b5c9f10e-2c68-47fa-9010-f18ca56737a3,2021-12-21
0,0,0,2204,9,2020-05-22 15:44:40,dfa5e7dc-35db-494d-9f13-c616fbdb8804,2021-12-31
0,0,0,3630,9,2021-04-19 08:41:03,8bd84a5a-69bc-4c76-acf7-164e68918d59,2021-08-18
0,0,0,541,8,2020-07-24 18:39:57,eb46ff7a-e600-4249-be0a-dace16bd031f,2021-07-13
0,0,0,3492,1,2020-10-01 06:10:02,83ad948f-ba6b-47ca-9725-eab6367af248,2021-11-20
0,0,0,2194,10,2021-04-07 20:17:06,8c39d379-2cfd-4220-a3aa-5d84a2215fd3,2021-11-03
0,0,0,3639,27,2020-05-27 02:21:43,ca58b8ae-0bb3-4fb4-86bf-326a47fa49e2,2021-10-15
0,0,0,1939,19,2020-12-16 02:47:00,4b45be97-8d59-4fe2-9b16-de4900774dad,2021-06-07
0,0,0,807,10,2020-07-23 10:20:22,ab52b1cc-cf99-4596-a1dd-463bf7992d49,2022-03-12
0,0,0,1203,23,2020-10-31 22:17:44,5600739d-53f6-46c9-9317-f4e0d17b853b,2021-12-07
0,0,0,633,28,2020-08-17 11:29:49,8f569ebd-61b1-49ae-9374-3df13b8aa5d1,2021-05-28
0,0,0,2568,22,2020-12-18 03:40:51,e2c84273-5ba7-4c7b-970e-f150e6f0427f,2021-10-17
0,0,0,3346,8,2021-03-15 05:49:23,837b3858-0a70-47ee-89fe-9707290b546a,2022-04-20
0,0,0,2479,2,2020-10-05 18:17:46,c53d525b-0c18-4e2d-b665-75736076b0c1,2021-07-14
0,0,0,960,13,2021-01-06 22:40:18,eae2a51a-2b7c-4fb1-9eb0-8b951f43d1ca,2021-07-08
0,0,0,3643,8,2020-11-25 05:13:16,d6e957a8-84ca-4a02-beed-5830d4cf02d3,2021-11-26
0,0,0,552,1,2020-08-02 19:21:25,746b3875-8474-4b76-878f-6fd285df3c74,2021-10-06
0,0,0,959,20,2020-10-21 02:38:45,3a09f803-3b56-4231-a97d-26281bbb28b4,2021-07-28
0,0,0,3981,14,2021-02-03 04:32:23,d0256a11-abcb-4024-bb9e-61e5a1493f78,2021-07-25
0,0,0,127,19,2020-09-23 12:28:48,5cf7172a-d2c1-4846-84d0-30e08ec48e90,2021-08-20
0,0,0,464,2,2020-09-13 18:29:48,1ed1edcf-d8d1-45aa-8935-a8a9c0a6416a,2022-02-18
0,0,0,2217,17,2020-10-13 16:58:23,8e2229d9-2cd7-4c6a-a424-f8904b7b4131,2021-05-09
0,0,0,3062,22,2020-06-24 09:22:21,c8aed241-f3ea-4cf1-9b4b-764e9431fd2e,2022-03-18
0,0,0,502,26,2020-05-27 17:06:16,d6c8654f-a654-4302-b9bb-0846bea0bca7,2021-08-22
0,0,0,3480,29,2020-09-16 15:19:51,edbd8a40-0ca7-4990-9f60-a66472610c15,2022-04-01
0,0,0,2462,28,2020-09-15 21:24:42,1c2d07bd-b16e-4228-b5de-8545dd50b315,2021-06-11
0,0,0,862,23,2020-11-10 05:12:39,082555ae-9adb-441e-8ae6-20b45a8960a1,2021-12-31
0,0,0,1541,9,2020-12-08 18:25:28,fc36ae2e-bd65-4084-a04a-fc708b0e8a2f,2021-11-26
0,0,0,1273,19,2020-10-23 23:40:57,b404fe63-77e9-4378-8631-b98fbcc7d992,2022-03-07
0,0,0,1560,17,2020-10-12 23:31:23,580d7941-2e6c-4e21-8468-c631638f8272,2021-10-03
0,0,0,2880,27,2020-12-28 21:12:42,0688762c-c273-437b-8174-2ef65478f4d6,2022-01-06
0,0,0,3836,29,2021-04-14 19:44:17,5feed596-4c9c-413b-aec8-ce7ab33fe26b,2021-05-10
0,0,0,738,13,2021-04-12 18:05:02,481764bb-899d-4aac-bc8d-ef6f6a344b05,2021-09-23
0,0,0,1595,2,2021-02-17 09:15:12,96f05b88-c855-4c4e-8748-0b657177f664,2021-07-30
0,0,0,3606,13,2020-10-13 14:18:17,c3218f14-57e0-4e22-b59a-4aa25a7bb837,2021-08-16
0,0,0,364,3,2020-11-19 17:04:42,8733a75e-ebcb-4c49-850a-9e5315818360,2021-07-05
0,0,0,2136,23,2021-02-25 07:59:46,574c3a8b-1401-4542-8086-33c050acfc92,2021-06-19
0,0,0,2096,6,2020-06-30 21:16:53,43fe7d1a-7c9e-464f-b72b-a00de0768d1e,2022-01-02
0,0,0,3170,22,2021-03-23 21:07:14,7ac9b3c6-d043-4312-bbe7-917a4de634d5,2021-07-07
0,0,0,1132,23,2020-11-20 00:57:07,1cdd556d-b8c3-4d07-bd2c-4781c6f13cf4,2021-08-31
0,0,0,1800,8,2021-03-18 19:13:39,3578aac7-53f3-495e-ae93-09ce92396336,2021-08-06
0,0,0,202,13,2021-02-08 07:36:40,858825e3-a82a-4805-abf2-fd4617c64786,2021-05-14
0,0,0,3287,6,2020-05-31 17:39:07,195ca19c-ce8b-450e-9786-e2c8a74f10ba,2021-06-18
0,0,0,3282,8,2020-09-30 16:19:42,735c5d12-46fe-4394-9089-d3ce380a0ca0,2022-03-24
0,0,0,1967,2,2021-02-11 14:50:26,424210fc-4008-4788-b80e-8c2cd66078cc,2021-10-09
0,0,0,3929,11,2020-09-19 18:57:23,4e5ed76b-499d-4094-b2f7-267cef1c6bbd,2021-08-13
0,0,0,2028,19,2021-01-23 14:38:11,f0bcf4a1-af02-4236-9a7b-bc6309a5a80c,2021-10-12
0,0,0,1355,9,2021-02-20 07:02:17,14b28fbe-4a19-45a3-a622-053088785333,2021-08-11
0,0,0,1138,6,2020-07-06 03:56:06,d97868e6-2c16-4f39-9927-8fa9fdd03113,2021-07-04
0,0,0,1839,28,2021-04-14 17:52:31,cb560bc1-725a-40a7-982e-9e362f6a6492,2022-01-31
0,0,0,3257,11,2021-04-30 16:37:07,5bb77e5c-e217-44f0-a9af-f01a559710ec,2021-08-08
0,0,0,2171,9,2021-03-22 10:29:17,0218b361-c66f-46da-adc7-be9ce0632645,2021-09-22
0,0,0,1459,15,2020-10-08 15:04:20,3ec20871-4a8a-40eb-9f03-d761cfd60718,2021-10-04
0,0,0,3031,3,2020-07-25 11:37:59,e23a1388-b092-4d19-8770-fa90049e0cc9,2022-04-11
0,0,0,891,21,2021-02-19 22:10:19,8c46149f-638e-431b-8698-493ba98f5155,2021-11-22
0,0,0,1665,23,2020-10-23 05:29:43,df8b2985-1074-48dc-a561-59dbf66b5e75,2021-06-15
0,0,0,676,25,2020-09-05 17:23:40,d7feb572-de09-40fc-a201-7e1e735b3611,2021-08-11
0,0,0,2318,6,2021-04-16 17:56:17,a0fef671-9591-421e-8c50-7838e0efe472,2021-12-12
0,0,0,3788,11,2020-11-01 00:52:26,e45c0516-ea5e-47c8-bad5-45a125e245f0,2022-03-02
0,0,0,3483,11,2020-09-01 17:51:00,309aa495-f858-450c-a6e1-5343a69fbce3,2021-12-07
0,0,0,3585,29,2020-06-14 03:03:28,1a58babe-511f-4c09-a281-fa4266026dd9,2022-01-05
0,0,0,994,9,2020-07-12 00:00:24,9f26d1b1-3e35-4bc5-aac8-22d921af5ad7,2022-04-07
0,0,0,1882,24,2020-12-08 08:05:26,1bf34fa4-0520-482e-8e59-882b29615543,2022-02-01
0,0,0,1685,19,2020-07-24 02:54:27,4e4fad43-be9f-49bf-ac63-e63556221edb,2022-01-28
0,0,0,1811,22,2021-03-11 13:43:56,5c86652b-c587-4181-8191-dd2b8503a22e,2021-09-01
0,0,0,2089,15,2020-12-31 18:27:31,979fb7e7-f567-4b2d-9ab2-d1d94151ae6b,2022-03-22
0,0,0,2638,1,2020-07-02 02:46:09,d4cbd217-2d1e-4e31-90a9-fd069721f090,2022-01-07
0,0,0,1073,4,2020-08-31 10:35:25,d35b22f8-c3de-4c3d-9fc5-394ab63f99c6,2022-03-31
0,0,0,2763,4,2020-10-07 21:36:29,029cd518-4042-42a8-8bf6-6b98b2ea7e0e,2022-01-13
0,0,0,1391,10,2021-01-04 23:58:12,b5a1a898-9f33-4ead-a50e-41634b4d782b,2021-12-01
0,0,0,3564,25,2020-06-11 12:11:59,39ad3f70-af80-4bc5-8b0c-cca463b19724,2021-08-30
0,0,0,1948,22,2021-01-19 22:35:07,7a1b6eb8-4ee9-45dc-a5a3-3163527f376c,2022-04-30
0,0,0,1803,2,2020-08-05 21:48:14,6517e0b0-62d7-452b-a615-9d4b012b9030,2022-01-23
0,0,0,838,12,2021-01-27 08:58:14,38ccb48f-b1f0-46c3-9935-20d81a0ed221,2021-05-10
0,0,0,157,15,2020-07-20 17:30:24,7f7b758c-3e7b-49b3-beae-f20d7a7423a0,2022-02-15
0,0,0,658,5,2021-04-28 06:15:50,98ec257e-0e07-4d73-b46b-86ea230a1f83,2021-06-17
0,0,0,1242,21,2020-08-26 19:45:00,f1fe66f4-445e-4c65-bdc1-efd7cf3500fc,2021-08-06
0,0,0,498,15,2020-09-02 21:37:31,502fc993-bd2f-48ec-919f-b71f50d462dc,2021-11-08
0,0,0,697,29,2021-01-16 14:42:43,3ff79b3f-097a-4c4f-b08c-9262f90b89de,2021-06-24
0,0,0,1707,9,2020-05-29 01:07:22,a0155823-4879-4390-aac5-c4b75af12e04,2021-08-30
0,0,0,1485,20,2020-09-13 14:01:39,5e2f64ac-75a1-46fa-8432-eb341362789e,2021-06-11
0,0,0,2709,15,2021-01-22 00:57:15,c01fca60-dd78-48f5-83f3-a84f91e6ec94,2021-11-15
0,0,0,1160,1,2020-11-07 23:48:29,7b09951f-e80b-466d-938c-74161dd2ca0a,2022-04-09
0,0,0,219,8,2020-11-08 20:15:14,9461d0b3-f39a-4535-a1ef-34f7323f44bf,2021-07-18
0,0,0,1649,9,2021-03-04 21:06:19,9b23c6d1-115c-4e56-a493-062b6b7a3c41,2021-06-21
0,0,0,1193,22,2021-02-07 12:04:44,cf86d406-c85e-4100-9403-afd0f4f9446e,2022-01-07
0,0,0,1748,19,2021-04-07 07:19:32,8bf83e54-939e-4e0b-be98-d90cede4f027,2021-07-10
0,0,0,788,4,2020-12-19 20:00:38,43f94920-b04f-4669-b7a9-f979120beaff,2021-09-08
0,0,0,1977,6,2021-01-30 00:18:42,65b89445-4ed3-4931-a1ae-572b80009ae5,2021-06-07
0,0,0,1755,4,2020-11-07 22:37:16,f3da3a23-8b1d-4e2f-b549-2e79b68140a7,2021-09-04
0,0,0,244,10,2020-07-30 05:51:55,3bf3fdda-356a-4ebf-bb2d-b8a172dad6c2,2022-03-03
0,0,0,2334,7,2020-12-13 05:11:00,7a648a37-05dd-49d3-83a5-3f6d7eb78f0a,2021-08-27
0,0,0,2915,28,2020-07-10 09:36:37,9596fa4c-b87e-4c88-84cb-1f0a13b16fa3,2021-12-01
